p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
1.0490092294974734e-100,0.6476495884848419,0.708,0.455,7.58958177541422e-97,4,DBI,DBI,ENSNFUG00015014727,"diazepam binding inhibitor, acyl-CoA binding protein",ENSG00000155368,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
2.4260834567875037e-100,0.5798978970269619,0.901,0.757,1.755271380985759e-96,4,ATP5O,ATP5O,ENSNFUG00015011610,ATP synthase peripheral stalk subunit OSCP,ENSG00000249209,,novel protein similar to ATP synthase delta (OSCP) subunit domain
2.4260834567875037e-100,0.5798978970269619,0.901,0.757,1.755271380985759e-96,4,ATP5O,ATP5O,ENSNFUG00015011610,ATP synthase peripheral stalk subunit OSCP,ENSG00000241837,ATP5PO,ATP synthase peripheral stalk subunit OSCP
9.059508220909206e-97,0.5573688909912247,0.573,0.296,6.55455419782781e-93,4,EIF6,EIF6,ENSNFUG00015006013,eukaryotic translation initiation factor 6,ENSG00000242372,EIF6,eukaryotic translation initiation factor 6
9.059508220909206e-97,0.5573688909912247,0.573,0.296,6.55455419782781e-93,4,EIF6,EIF6,ENSNFUG00015006013,eukaryotic translation initiation factor 6,ENSG00000261582,,novel transcript
2.3101623543386366e-96,0.5834108196549336,0.47,0.218,1.6714024633640035e-92,4,nop58,nop58,ENSNFUG00015009049,NOP58 ribonucleoprotein,ENSG00000055044,NOP58,NOP58 ribonucleoprotein
3.358382858849599e-96,0.578815958131,0.983,0.796,2.429789998377685e-92,4,Nfu-g-1-011208,NA,NA,NA,NA,NA,NA
5.2056986531750895e-96,0.5017346023659558,0.291,0.102,3.7663229755721774e-92,4,snx9b,snx9b,ENSNFUG00015004002,sorting nexin 9b,ENSG00000130340,SNX9,sorting nexin 9
1.2418265506975139e-95,0.6609875249916217,0.563,0.317,8.984615094296513e-92,4,ENSNFUG00015003592,,ENSNFUG00015003592,NA,ENSG00000173124,ACSM6,acyl-CoA synthetase medium chain family member 6
1.2418265506975139e-95,0.6609875249916217,0.563,0.317,8.984615094296513e-92,4,ENSNFUG00015003592,,ENSNFUG00015003592,NA,ENSG00000066813,ACSM2B,acyl-CoA synthetase medium chain family member 2B
1.2418265506975139e-95,0.6609875249916217,0.563,0.317,8.984615094296513e-92,4,ENSNFUG00015003592,,ENSNFUG00015003592,NA,ENSG00000183747,ACSM2A,acyl-CoA synthetase medium chain family member 2A
1.2418265506975139e-95,0.6609875249916217,0.563,0.317,8.984615094296513e-92,4,ENSNFUG00015003592,,ENSNFUG00015003592,NA,ENSG00000166743,ACSM1,acyl-CoA synthetase medium chain family member 1
1.4852877243667288e-95,0.5017301472343294,0.933,0.796,1.0746056685793283e-91,4,EIF3M,EIF3M,ENSNFUG00015007690,eukaryotic translation initiation factor 3 subunit M,ENSG00000149100,EIF3M,eukaryotic translation initiation factor 3 subunit M
1.9170903266692573e-95,0.519287453240566,0.362,0.149,1.3870148513452077e-91,4,ALDH6A1,ALDH6A1,ENSNFUG00015021782,aldehyde dehydrogenase 6 family member A1,ENSG00000119711,ALDH6A1,aldehyde dehydrogenase 6 family member A1
1.315028515114863e-93,0.7277761884688693,0.424,0.198,9.514231306856033e-90,4,ATP2B1A,ATP2B1A,ENSNFUG00015001116,plasma membrane calcium-transporting ATPase 1-like,,NA,NA
7.438550267711044e-92,0.5803854704625033,0.869,0.683,5.38179111868894e-88,4,EIF4A1,EIF4A1,ENSNFUG00015004769,eukaryotic initiation factor 4A-I,,NA,NA
1.0332631115554819e-91,0.6249579206453383,0.339,0.134,7.475658612103912e-88,4,HSP90B1,HSP90B1,ENSNFUG00015017752,heat shock protein 90 beta family member 1,ENSG00000166598,HSP90B1,heat shock protein 90 beta family member 1
1.8101932129400563e-91,0.5371778206778599,0.706,0.409,1.3096747895621307e-87,4,lamtor3,lamtor3,ENSNFUG00015017571,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",ENSG00000109270,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
2.5425127457125125e-89,0.5014764919845915,0.928,0.813,1.8395079715230027e-85,4,COX4I1,COX4I1,ENSNFUG00015002159,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial",ENSG00000131143,COX4I1,cytochrome c oxidase subunit 4I1
1.5725134714734273e-86,0.5479903071822272,0.878,0.715,1.1377134966110246e-82,4,ATP5F1,ATP5F1,ENSNFUG00015022272,ATP synthase peripheral stalk-membrane subunit b,ENSG00000116459,ATP5PB,ATP synthase peripheral stalk-membrane subunit b
6.011172724106675e-85,0.5626768779896376,0.599,0.342,4.349083465891179e-81,4,cct8,cct8,ENSNFUG00015024513,chaperonin containing TCP1 subunit 8,ENSG00000156261,CCT8,chaperonin containing TCP1 subunit 8
4.379360708462129e-82,0.5232806297877253,0.552,0.293,3.1684674725723505e-78,4,pno1,pno1,ENSNFUG00015024451,partner of NOB1 homolog,ENSG00000115946,PNO1,partner of NOB1 homolog
2.6357015921071697e-81,0.5510055957627642,0.776,0.537,1.9069301018895375e-77,4,EIF3S6IP,EIF3S6IP,ENSNFUG00015015988,eukaryotic translation initiation factor 3 subunit L,ENSG00000100129,EIF3L,eukaryotic translation initiation factor 3 subunit L
4.1455696886491856e-80,0.5005480235134887,0.869,0.637,2.999319669737686e-76,4,MDH1,MDH1,ENSNFUG00015023534,"malate dehydrogenase, cytoplasmic-like",ENSG00000014641,MDH1,malate dehydrogenase 1
1.0463955555812312e-79,1.4022190694438557,0.9,0.594,7.570671844630208e-76,4,ENSNFUG00015010583,,ENSNFUG00015010583,NA,,NA,NA
8.100521007283851e-79,0.5214667612873484,0.416,0.202,5.860726948769866e-75,4,KRTCAP2,KRTCAP2,ENSNFUG00015022571,keratinocyte associated protein 2,ENSG00000163463,KRTCAP2,keratinocyte associated protein 2
9.63187665266902e-79,0.635913431494928,0.371,0.168,6.968662758206035e-75,4,pdia6,pdia6,ENSNFUG00015016298,protein disulfide isomerase family A member 6,ENSG00000143870,PDIA6,protein disulfide isomerase family A member 6
1.1916368703633324e-77,0.5554597694413537,0.899,0.78,8.62149275707871e-74,4,ATP5B,ATP5B,ENSNFUG00015000801,ATP synthase F1 subunit beta,ENSG00000110955,ATP5F1B,ATP synthase F1 subunit beta
3.213363667506426e-76,0.6181923513247669,0.598,0.37,2.3248686134408993e-72,4,Nfu-g-1-009250,NA,NA,NA,NA,NA,NA
2.7610751897901796e-72,0.5240875434440325,0.358,0.162,1.997637899813195e-68,4,timm8b,timm8b,ENSNFUG00015007108,translocase of inner mitochondrial membrane 8 homolog B,ENSG00000150779,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B
8.743463681480938e-61,0.5001297584951909,0.779,0.607,6.325895973551458e-57,4,ddx5,ddx5,ENSNFUG00015016414,DEAD (Asp-Glu-Ala-Asp) box helicase 5,ENSG00000108654,DDX5,DEAD-box helicase 5
1.385037121858361e-53,0.6836295777852115,0.868,0.611,1.0020743576645241e-49,4,MSNA,MSNA,ENSNFUG00015020796,moesin-like,ENSG00000147065,MSN,moesin
4.5547471769140455e-43,0.6256089408065413,0.354,0.187,3.295359582497312e-39,4,fads2,fads2,ENSNFUG00015005732,fatty acid desaturase 2-like,ENSG00000221968,FADS3,fatty acid desaturase 3
4.5547471769140455e-43,0.6256089408065413,0.354,0.187,3.295359582497312e-39,4,fads2,fads2,ENSNFUG00015005732,fatty acid desaturase 2-like,ENSG00000134824,FADS2,fatty acid desaturase 2
4.255294579141312e-30,1.563344223171152,0.638,0.717,3.0787056280087393e-26,4,FTL,FTL,ENSNFUG00015002448,"ferritin, middle subunit-like",,NA,NA
2.4956145594632513e-29,0.6645501013217292,0.5,0.382,1.8055771337716625e-25,4,st3gal4,st3gal4,ENSNFUG00015004662,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ENSG00000110080,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
0,2.6359686575405648,0.967,0.277,0,5,tmem14ca,tmem14ca,ENSNFUG00015018982,transmembrane protein 14C-like,ENSG00000111843,TMEM14C,transmembrane protein 14C
0,2.1997599242432546,1,0.917,0,5,prdx2,prdx2,ENSNFUG00015006496,peroxiredoxin 2,,NA,NA
0,2.1575737960305563,0.946,0.242,0,5,UROD,UROD,ENSNFUG00015005773,uroporphyrinogen decarboxylase,ENSG00000126088,UROD,uroporphyrinogen decarboxylase
0,2.1198200080028973,0.962,0.29,0,5,ALAD,ALAD,ENSNFUG00015000418,aminolevulinate dehydratase,ENSG00000148218,ALAD,aminolevulinate dehydratase
0,2.053025177492393,0.911,0.243,0,5,TFR1A,TFR1A,ENSNFUG00015008669,transferrin receptor protein 1-like,ENSG00000072274,TFRC,transferrin receptor
0,2.053025177492393,0.911,0.243,0,5,TFR1A,TFR1A,ENSNFUG00015008669,transferrin receptor protein 1-like,ENSG00000072274,TFRC,transferrin receptor
0,1.9741160627283767,0.998,0.913,0,5,FTH1A,FTH1A,ENSNFUG00015017520,"ferritin, heavy subunit",ENSG00000167996,FTH1,ferritin heavy chain 1
0,1.9741160627283767,0.998,0.913,0,5,FTH1A,FTH1A,ENSNFUG00015024686,"ferritin, heavy subunit-like",ENSG00000167996,FTH1,ferritin heavy chain 1
0,1.9160247377784936,0.93,0.224,0,5,pcna,pcna,ENSNFUG00015014638,"Nothobranchius furzeri proliferating cell nuclear antigen (pcna), mRNA.",ENSG00000132646,PCNA,proliferating cell nuclear antigen
0,1.7494388581438993,0.902,0.155,0,5,HBM,HBM,ENSNFUG00015013636,hemoglobin subunit alpha-D-like,ENSG00000206172,HBA1,hemoglobin subunit alpha 1
0,1.7494388581438993,0.902,0.155,0,5,HBM,HBM,ENSNFUG00015013636,hemoglobin subunit alpha-D-like,ENSG00000188536,HBA2,hemoglobin subunit alpha 2
0,1.7362506461845704,0.945,0.257,0,5,ENSNFUG00015002305,,ENSNFUG00015002305,NA,ENSG00000159023,EPB41,erythrocyte membrane protein band 4.1
0,1.7208705620661295,0.899,0.145,0,5,FAM210B,FAM210B,ENSNFUG00015022530,family with sequence similarity 210 member B,ENSG00000124098,FAM210B,family with sequence similarity 210 member B
0,1.595642670818802,0.884,0.195,0,5,alas2,alas2,ENSNFUG00015024401,"5-aminolevulinate synthase, erythroid-specific, mitochondrial-like",ENSG00000158578,ALAS2,5'-aminolevulinate synthase 2
0,1.4524826363749375,0.948,0.21,0,5,STMN1A,STMN1A,ENSNFUG00015003736,stathmin-like,ENSG00000117632,STMN1,stathmin 1
0,1.4439453220302287,0.812,0.147,0,5,CPOX,CPOX,ENSNFUG00015025424,coproporphyrinogen oxidase,ENSG00000285635,,novel transcript
0,1.4439453220302287,0.812,0.147,0,5,CPOX,CPOX,ENSNFUG00015025424,coproporphyrinogen oxidase,ENSG00000080819,CPOX,coproporphyrinogen oxidase
0,1.3932932309796635,0.801,0.067,0,5,MCM2,MCM2,ENSNFUG00015009278,minichromosome maintenance complex component 2,ENSG00000073111,MCM2,minichromosome maintenance complex component 2
0,1.3577773057014098,0.847,0.2,0,5,TSPO,TSPO,ENSNFUG00015021774,translocator protein,ENSG00000112212,TSPO2,translocator protein 2
0,1.3186546586085248,0.727,0.058,0,5,HELLS,HELLS,ENSNFUG00015001451,"helicase, lymphoid specific",ENSG00000119969,HELLS,"helicase, lymphoid specific"
0,1.2301143545268949,0.844,0.174,0,5,rfesd,rfesd,ENSNFUG00015008255,Rieske (Fe-S) domain containing,ENSG00000175449,RFESD,Rieske Fe-S domain containing
0,1.1779628353343305,0.796,0.168,0,5,hbba2,hbba2,ENSNFUG00015007612,"hemoglobin, beta adult 2",ENSG00000213931,HBE1,hemoglobin subunit epsilon 1
0,1.131421627509865,0.88,0.285,0,5,C1QBP,C1QBP,ENSNFUG00015024961,complement C1q binding protein,ENSG00000108561,C1QBP,complement C1q binding protein
0,1.084230850119805,0.818,0.219,0,5,ENSNFUG00015014572,,ENSNFUG00015014572,"tubulin, alpha 8 like 3",,NA,NA
0,1.0659674667346253,0.948,0.461,0,5,GSTM3,GSTM3,ENSNFUG00015022289,glutathione S-transferase mu 3,ENSG00000134202,GSTM3,glutathione S-transferase mu 3
0,1.0659674667346253,0.948,0.461,0,5,GSTM3,GSTM3,ENSNFUG00015022304,glutathione S-transferase mu 3,ENSG00000134202,GSTM3,glutathione S-transferase mu 3
0,1.0567193250628124,0.783,0.205,0,5,PA2G4B,PA2G4B,ENSNFUG00015015456,proliferation-associated protein 2G4-like,,NA,NA
0,1.0201066777165155,0.675,0.082,0,5,CHAF1A,CHAF1A,ENSNFUG00015009179,chromatin assembly factor 1 subunit A,ENSG00000167670,CHAF1A,chromatin assembly factor 1 subunit A
0,1.0182424138702313,0.694,0.113,0,5,slc9a1b,slc9a1b,ENSNFUG00015021673,solute carrier family 9 member A1b,,NA,NA
0,1.0147258802996892,0.695,0.139,0,5,KIAA0101,KIAA0101,ENSNFUG00015022169,PCNA clamp associated factor,ENSG00000259316,,novel protein
0,1.0147258802996892,0.695,0.139,0,5,KIAA0101,KIAA0101,ENSNFUG00015022169,PCNA clamp associated factor,ENSG00000166803,PCLAF,PCNA clamp associated factor
0,0.9864945470444174,0.736,0.097,0,5,"NASP","NASP",ENSNFUG00015009687,histone-binding protein N1/N2-like,ENSG00000132780,"NASP",nuclear autoantigenic sperm protein
0,0.9830788653441592,0.635,0.132,0,5,tk1,tk1,ENSNFUG00015001270,thymidine kinase 1,ENSG00000167900,TK1,thymidine kinase 1
0,0.9611703399984461,0.687,0.054,0,5,mcm6,mcm6,ENSNFUG00015004708,minichromosome maintenance complex component 6,ENSG00000076003,MCM6,minichromosome maintenance complex component 6
0,0.9597597121499788,0.6,0.047,0,5,GAMT,GAMT,ENSNFUG00015023443,guanidinoacetate N-methyltransferase,ENSG00000130005,GAMT,guanidinoacetate N-methyltransferase
0,0.9589345975156616,0.739,0.213,0,5,paics,paics,ENSNFUG00015017432,uncharacterized LOC107393397,ENSG00000128050,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
0,0.9451206065747895,0.647,0.099,0,5,PPOX,PPOX,ENSNFUG00015006786,protoporphyrinogen oxidase,ENSG00000143224,PPOX,protoporphyrinogen oxidase
0,0.9334854078019368,0.582,0.059,0,5,slc43a3a,slc43a3a,ENSNFUG00015004804,solute carrier family 43 member 3a,ENSG00000134802,SLC43A3,solute carrier family 43 member 3
0,0.9308167316982009,0.688,0.103,0,5,FEN1,FEN1,ENSNFUG00015004542,flap structure-specific endonuclease 1,ENSG00000168496,FEN1,flap structure-specific endonuclease 1
0,0.9130640641246156,0.795,0.169,0,5,tuba1a,tuba1a,ENSNFUG00015020306,tubulin alpha-1A chain,ENSG00000167552,TUBA1A,tubulin alpha 1a
0,0.8853034094724208,0.689,0.119,0,5,sae1,sae1,ENSNFUG00015008566,SUMO1 activating enzyme subunit 1,ENSG00000142230,SAE1,SUMO1 activating enzyme subunit 1
0,0.8811077451805502,0.832,0.206,0,5,rrm2b,rrm2b,ENSNFUG00015013825,ribonucleotide reductase M2 b,ENSG00000048392,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
0,0.8709912522411934,0.608,0.106,0,5,spaca4l,spaca4l,ENSNFUG00015011662,sperm acrosome associated 4 like,ENSG00000177202,SPACA4,sperm acrosome associated 4
0,0.8503726297869754,0.604,0.132,0,5,NPM3,NPM3,ENSNFUG00015003902,nucleophosmin/nucleoplasmin 3,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3
0,0.8449632194891071,0.743,0.205,0,5,nop58,nop58,ENSNFUG00015009049,NOP58 ribonucleoprotein,ENSG00000055044,NOP58,NOP58 ribonucleoprotein
0,0.8442263300588743,0.564,0.042,0,5,shmt1,shmt1,ENSNFUG00015003312,serine hydroxymethyltransferase 1,ENSG00000176974,SHMT1,serine hydroxymethyltransferase 1
0,0.8313670282915754,0.644,0.112,0,5,RRP1,RRP1,ENSNFUG00015010586,ribosomal RNA processing 1B,ENSG00000160214,RRP1,ribosomal RNA processing 1
0,0.8313670282915754,0.644,0.112,0,5,RRP1,RRP1,ENSNFUG00015010586,ribosomal RNA processing 1B,ENSG00000160208,RRP1B,ribosomal RNA processing 1B
0,0.8229532597620408,0.754,0.185,0,5,CCDC86,CCDC86,ENSNFUG00015007397,coiled-coil domain containing 86,ENSG00000110104,CCDC86,coiled-coil domain containing 86
0,0.8215572747996439,0.516,0.084,0,5,sptb,sptb,ENSNFUG00015025285,"spectrin beta chain, erythrocytic-like",ENSG00000070182,SPTB,"spectrin beta, erythrocytic"
0,0.8095295636341584,0.791,0.167,0,5,GATA1A,GATA1A,ENSNFUG00015015117,GATA-binding factor 2-like,,NA,NA
0,0.8031191391239088,0.647,0.112,0,5,DUT,DUT,ENSNFUG00015012340,deoxyuridine triphosphatase,ENSG00000128951,DUT,deoxyuridine triphosphatase
0,0.8028046644163863,0.74,0.172,0,5,blvrb,blvrb,ENSNFUG00015010041,biliverdin reductase B,ENSG00000090013,BLVRB,biliverdin reductase B
0,0.7972581474494924,0.482,0.071,0,5,apex1,apex1,ENSNFUG00015002905,apurinic/apyrimidinic endodeoxyribonuclease 1,ENSG00000100823,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
0,0.787420708671372,0.651,0.075,0,5,uhrf1,uhrf1,ENSNFUG00015017248,ubiquitin-like with PHD and ring finger domains 1,ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1
0,0.7874048660420486,0.453,0.031,0,5,ALDOB,ALDOB,ENSNFUG00015013216,fructose-bisphosphate aldolase B-like,ENSG00000136872,ALDOB,"aldolase, fructose-bisphosphate B"
0,0.7835039059438704,0.785,0.249,0,5,EDF1,EDF1,ENSNFUG00015000783,endothelial differentiation related factor 1,ENSG00000107223,EDF1,endothelial differentiation related factor 1
0,0.7795401189768015,0.637,0.119,0,5,CHP2,CHP2,ENSNFUG00015009499,calcineurin B homologous protein 2-like,,NA,NA
0,0.7768283454718106,0.692,0.088,0,5,RPA2,RPA2,ENSNFUG00015001103,replication protein A2,ENSG00000117748,RPA2,replication protein A2
0,0.7622926091267941,0.613,0.097,0,5,EPOR,EPOR,ENSNFUG00015002841,erythropoietin receptor,ENSG00000187266,EPOR,erythropoietin receptor
0,0.7352128930187793,0.556,0.083,0,5,CU570976.1,CU570976.1,ENSNFUG00015025343,KN motif and ankyrin repeat domains 4,ENSG00000132854,KANK4,KN motif and ankyrin repeat domains 4
0,0.727881603268691,0.68,0.101,0,5,EXOSC4,EXOSC4,ENSNFUG00015022960,exosome component 4,ENSG00000178896,EXOSC4,exosome component 4
0,0.7170248979129227,0.56,0.072,0,5,GCAT,GCAT,ENSNFUG00015017282,glycine C-acetyltransferase,ENSG00000100116,GCAT,glycine C-acetyltransferase
0,0.7164040524268696,0.602,0.136,0,5,ssb,ssb,ENSNFUG00015024701,small RNA binding exonuclease protection factor La,ENSG00000138385,SSB,small RNA binding exonuclease protection factor La
0,0.6694775061624688,0.683,0.174,0,5,VARS,VARS,ENSNFUG00015002349,valine--tRNA ligase-like,ENSG00000204394,VARS1,valyl-tRNA synthetase 1
0,0.6673828157121773,0.562,0.068,0,5,RPA1,RPA1,ENSNFUG00015002329,replication protein A1,ENSG00000132383,RPA1,replication protein A1
0,0.6673828157121773,0.562,0.068,0,5,RPA1,RPA1,ENSNFUG00015020856,replication protein A 70 kDa DNA-binding subunit-like,ENSG00000132383,RPA1,replication protein A1
0,0.6648804997003062,0.407,0.015,0,5,klf17,klf17,ENSNFUG00015006071,Kruppel like factor 18,ENSG00000266265,KLF14,Kruppel like factor 14
0,0.6648804997003062,0.407,0.015,0,5,klf17,klf17,ENSNFUG00015006071,Kruppel like factor 18,ENSG00000283039,KLF18,Kruppel like factor 18
0,0.6648804997003062,0.407,0.015,0,5,klf17,klf17,ENSNFUG00015006071,Kruppel like factor 18,ENSG00000171872,KLF17,Kruppel like factor 17
0,0.6602802161495642,0.645,0.098,0,5,RFC3,RFC3,ENSNFUG00015011605,replication factor C subunit 3,ENSG00000133119,RFC3,replication factor C subunit 3
0,0.6556215891551889,0.382,0.022,0,5,paplna,paplna,ENSNFUG00015006336,"papilin a, proteoglycan-like sulfated glycoprotein",ENSG00000100767,PAPLN,"papilin, proteoglycan like sulfated glycoprotein"
0,0.6509760034716738,0.764,0.201,0,5,clns1a,clns1a,ENSNFUG00015008422,"chloride channel, nucleotide-sensitive, 1A",ENSG00000074201,CLNS1A,chloride nucleotide-sensitive channel 1A
0,0.6426964765461923,0.499,0.069,0,5,PXMP2,PXMP2,ENSNFUG00015014118,peroxisomal membrane protein 2,ENSG00000176894,PXMP2,peroxisomal membrane protein 2
0,0.6404286386296477,0.636,0.14,0,5,rab3db,rab3db,ENSNFUG00015002854,"RAB3D, member RAS oncogene family, b",ENSG00000105514,RAB3D,"RAB3D, member RAS oncogene family"
0,0.634551506704431,0.504,0.032,0,5,MSH6,MSH6,ENSNFUG00015006310,mutS homolog 6,ENSG00000116062,MSH6,mutS homolog 6
0,0.6172135317293463,0.507,0.068,0,5,RRM1,RRM1,ENSNFUG00015009581,ribonucleoside-diphosphate reductase large subunit,ENSG00000167325,RRM1,ribonucleotide reductase catalytic subunit M1
0,0.615423850121964,0.553,0.081,0,5,atad2,atad2,ENSNFUG00015004103,ATPase family AAA domain containing 2,ENSG00000156802,ATAD2,ATPase family AAA domain containing 2
0,0.606522020293725,0.656,0.118,0,5,POLE3,POLE3,ENSNFUG00015003116,"DNA polymerase epsilon 3, accessory subunit",,NA,NA
0,0.6039083075035614,0.467,0.077,0,5,NPM1A,NPM1A,ENSNFUG00015025089,nucleophosmin-like,ENSG00000181163,NPM1,nucleophosmin 1
0,0.5998399233953355,0.617,0.145,0,5,HADH,HADH,ENSNFUG00015008386,hydroxyacyl-CoA dehydrogenase,ENSG00000138796,HADH,hydroxyacyl-CoA dehydrogenase
0,0.59928391210618015,0.583,0.13,0,5,LLPH,LLPH,ENSNFUG00015006094,"LLP homolog, long-term synaptic facilitation factor",,NA,NA
0,0.5873601721220487,0.588,0.097,0,5,OLA.16066,OLA.16066,ENSNFUG00015001395,pyrroline-5-carboxylate reductase 1,ENSG00000255835,,novel protein
0,0.5873601721220487,0.588,0.097,0,5,OLA.16066,OLA.16066,ENSNFUG00015001395,pyrroline-5-carboxylate reductase 1,ENSG00000143811,PYCR2,pyrroline-5-carboxylate reductase 2
0,0.5873601721220487,0.588,0.097,0,5,OLA.16066,OLA.16066,ENSNFUG00015001395,pyrroline-5-carboxylate reductase 1,ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1
0,0.5873389834381834,0.538,0.062,0,5,prim1,prim1,ENSNFUG00015014644,DNA primase subunit 1,ENSG00000198056,PRIM1,DNA primase subunit 1
0,0.5873389834381834,0.538,0.062,0,5,prim1,prim1,ENSNFUG00015014644,DNA primase subunit 1,ENSG00000285625,,novel protein
0,0.5811644353595027,0.515,0.072,0,5,parp1,parp1,ENSNFUG00015004671,poly(ADP-ribose) polymerase 1,ENSG00000143799,PARP1,poly(ADP-ribose) polymerase 1
0,0.5709723022798867,0.542,0.111,0,5,FTSJ,FTSJ,ENSNFUG00015025406,FtsJ RNA 2'-O-methyltransferase 3,ENSG00000108592,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3
0,0.5703065219315779,0.596,0.126,0,5,ABCE1,ABCE1,ENSNFUG00015001464,ATP binding cassette subfamily E member 1,ENSG00000164163,ABCE1,ATP binding cassette subfamily E member 1
0,0.5652780366389369,0.559,0.049,0,5,UNGA,UNGA,ENSNFUG00015014137,uracil DNA glycosylase a,ENSG00000076248,UNG,uracil DNA glycosylase
0,0.5618878879903654,0.673,0.155,0,5,PELO,PELO,ENSNFUG00015023099,pelota mRNA surveillance and ribosome rescue factor,ENSG00000152684,PELO,pelota mRNA surveillance and ribosome rescue factor
0,0.5589023620759632,0.471,0.082,0,5,FAM65C,FAM65C,ENSNFUG00015021815,RIPOR family member 3,ENSG00000042062,RIPOR3,RIPOR family member 3
0,0.5452691149248469,0.573,0.132,0,5,ENSNFUG00015018613,,ENSNFUG00015018613,NA,,NA,NA
0,0.5430357142691656,0.426,0.066,0,5,MYBBP1A,MYBBP1A,ENSNFUG00015006284,MYB binding protein 1a,ENSG00000132382,MYBBP1A,MYB binding protein 1a
0,0.5314321127087713,0.677,0.153,0,5,baz1b,baz1b,ENSNFUG00015008776,bromodomain adjacent to zinc finger domain 1B,ENSG00000009954,BAZ1B,bromodomain adjacent to zinc finger domain 1B
0,0.5103365168325091,0.612,0.101,0,5,nasp,nasp,ENSNFUG00015025195,nuclear autoantigenic sperm protein-like,ENSG00000132780,"NASP",nuclear autoantigenic sperm protein
0,0.5102710314135793,0.704,0.16,0,5,RFC2,RFC2,ENSNFUG00015023767,replication factor C subunit 2,ENSG00000049541,RFC2,replication factor C subunit 2
0,0.5047780898146027,0.448,0.075,0,5,CHEK1,CHEK1,ENSNFUG00015018971,checkpoint kinase 1,,NA,NA
0,0.5019141950021455,0.408,0.037,0,5,cdk6,cdk6,ENSNFUG00015024758,cyclin-dependent kinase 6,ENSG00000105810,CDK6,cyclin dependent kinase 6
0,0.5000579960596324,0.384,0.052,0,5,nop2.1,NA,NA,NA,NA,NA,NA
5.1738993715266015e-306,0.6061898228771069,0.685,0.188,3.743316195299496e-302,5,ESD,ESD,ENSNFUG00015006947,esterase D,ENSG00000139684,ESD,esterase D
9.665563720022846e-272,0.826153127557878,0.81,0.28,6.993035351436529e-268,5,pno1,pno1,ENSNFUG00015024451,partner of NOB1 homolog,ENSG00000115946,PNO1,partner of NOB1 homolog
2.343679421762673e-261,1.464291922676015,0.998,0.915,1.6956520616452938e-257,5,Nfu-g-1-007614,NA,NA,NA,NA,NA,NA
1.0293490471890488e-251,1.1591970945446324,0.989,0.727,7.447340356412769e-248,5,Nfu-g-1-007730,NA,NA,NA,NA,NA,NA
1.6688027136306482e-242,1.3715090464187707,0.967,0.629,1.207378763311774e-238,5,Nfu-g-1-007654,NA,NA,NA,NA,NA,NA
5.52844675096135e-241,1.0745218461443646,0.986,0.67,3.999831224320537e-237,5,rpl22l1,rpl22l1,ENSNFUG00015023357,ribosomal protein L22 like 1,ENSG00000163584,RPL22L1,ribosomal protein L22 like 1
1.0426890513424605e-236,0.9515135531715371,0.946,0.511,7.543855286462702e-233,5,pabpc1b,pabpc1b,ENSNFUG00015013150,"poly A binding protein, cytoplasmic 1 b",ENSG00000184388,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
1.0426890513424605e-236,0.9515135531715371,0.946,0.511,7.543855286462702e-233,5,pabpc1b,pabpc1b,ENSNFUG00015013150,"poly A binding protein, cytoplasmic 1 b",ENSG00000186288,PABPC1L2A,poly(A) binding protein cytoplasmic 1 like 2A
2.317954181219406e-227,0.7897392335541156,0.848,0.329,1.6770398501122401e-223,5,OLA.3497,OLA.3497,ENSNFUG00015013739,ferritin light chain,ENSG00000132446,FTHL17,ferritin heavy chain like 17
2.317954181219406e-227,0.7897392335541156,0.848,0.329,1.6770398501122401e-223,5,OLA.3497,OLA.3497,ENSNFUG00015013739,ferritin light chain,ENSG00000181867,FTMT,ferritin mitochondrial
1.4966842867587539e-226,0.7241835206085452,0.807,0.309,1.0828510814699584e-222,5,cct6a,cct6a,ENSNFUG00015006445,chaperonin containing TCP1 subunit 6A,ENSG00000132141,CCT6B,chaperonin containing TCP1 subunit 6B
4.9275776316013125e-223,0.5657060091889673,0.637,0.204,3.5651024164635497e-219,5,ASNS,ASNS,ENSNFUG00015023109,asparagine synthetase (glutamine-hydrolyzing),ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing)
