p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000196154,S100A4,S100 calcium binding protein A4
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000169906,S100G,S100 calcium binding protein G
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000188015,S100A3,S100 calcium binding protein A3
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000196754,S100A2,S100 calcium binding protein A2
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000196420,S100A5,S100 calcium binding protein A5
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000189334,S100A14,S100 calcium binding protein A14
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000197364,S100A7L2,S100 calcium binding protein A7 like 2
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000143556,S100A7,S100 calcium binding protein A7
0,5.0952201925520475,0.88,0.035,0,5,ENSNFUG00015020771,,ENSNFUG00015020771,protein S100-A1-like,ENSG00000184330,S100A7A,S100 calcium binding protein A7A
0,4.830811732709394,0.996,0.053,0,5,ENSNFUG00015006690,,ENSNFUG00015006690,NA,ENSG00000182578,CSF1R,colony stimulating factor 1 receptor
0,4.148633192942821,0.86,0.021,0,5,ENSNFUG00015014709,,ENSNFUG00015014709,NA,ENSG00000159189,C1QC,complement C1q C chain
0,3.96499805914695,0.97,0.063,0,5,CXCR3.2,CXCR3.2,ENSNFUG00015003180,C-X-C chemokine receptor type 3-like,,NA,NA
0,3.644199452885823,0.886,0.021,0,5,mrc1b,mrc1b,ENSNFUG00015008000,macrophage mannose receptor 1-like,ENSG00000260314,MRC1,mannose receptor C-type 1
0,3.377279029554717,0.739,0.006,0,5,CTSK,CTSK,ENSNFUG00015019460,cathepsin K-like,ENSG00000143387,CTSK,cathepsin K
0,3.2685636932082884,0.997,0.603,0,5,Nfu-g-1-001221,NA,NA,NA,NA,NA,NA
0,3.1482329464307535,0.694,0.077,0,5,ENSNFUG00015017938,,ENSNFUG00015017938,uncharacterized LOC107385077,,NA,NA
0,3.068830423597709,0.929,0.153,0,5,cndp2,cndp2,ENSNFUG00015021804,carnosine dipeptidase 2,ENSG00000133313,CNDP2,carnosine dipeptidase 2
0,2.99407289941615,0.88,0.135,0,5,SCPEP1,SCPEP1,ENSNFUG00015006385,serine carboxypeptidase 1,ENSG00000121064,SCPEP1,serine carboxypeptidase 1
0,2.616867587163851,0.74,0.021,0,5,dab2,dab2,ENSNFUG00015008001,DAB adaptor protein 2,ENSG00000153071,DAB2,DAB adaptor protein 2
0,2.522036426330462,0.962,0.576,0,5,ENSNFUG00015002592,,ENSNFUG00015002592,"beta-2-microglobulin, like",,NA,NA
0,2.51430893960254,0.74,0.015,0,5,ENSNFUG00015022184,,ENSNFUG00015022184,NA,ENSG00000152672,CLEC4F,C-type lectin domain family 4 member F
0,2.3516744763858295,0.839,0.302,0,5,CTSD,CTSD,ENSNFUG00015009863,cathepsin D,ENSG00000117984,CTSD,cathepsin D
0,2.3516744763858295,0.839,0.302,0,5,CTSD,CTSD,ENSNFUG00015009863,cathepsin D,ENSG00000250644,,novel protein
0,2.3297362003297954,0.582,0.012,0,5,HMOX1,HMOX1,ENSNFUG00015012103,heme oxygenase 1,ENSG00000100292,HMOX1,heme oxygenase 1
0,2.265831955726148,0.803,0.087,0,5,PLP2,PLP2,ENSNFUG00015021593,proteolipid protein 2,ENSG00000102007,PLP2,proteolipid protein 2
0,2.25253941797747,0.594,0.023,0,5,bpifcl,bpifcl,ENSNFUG00015015756,"BPI fold containing family C, like",,NA,NA
0,2.2391509682707222,0.775,0.106,0,5,CD97.1,NA,NA,NA,NA,NA,NA
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000143226,FCGR2A,Fc fragment of IgG receptor IIa
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000160856,FCRL3,Fc receptor like 3
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000244682,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene)
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000163518,FCRL4,Fc receptor like 4
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000198019,FCGR1B,Fc fragment of IgG receptor Ib
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000132704,FCRL2,Fc receptor like 2
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000203747,FCGR3A,Fc fragment of IgG receptor IIIa
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000181036,FCRL6,Fc receptor like 6
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000150337,FCGR1A,Fc fragment of IgG receptor Ia
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000072694,FCGR2B,Fc fragment of IgG receptor IIb
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000132185,FCRLA,Fc receptor like A
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000163534,FCRL1,Fc receptor like 1
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000162746,FCRLB,Fc receptor like B
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000143297,FCRL5,Fc receptor like 5
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000179639,FCER1A,Fc fragment of IgE receptor Ia
0,2.208673925522794,0.668,0.037,0,5,ENSNFUG00015004493,,ENSNFUG00015004493,NA,ENSG00000162747,FCGR3B,Fc fragment of IgG receptor IIIb
0,2.1906408850890036,0.92,0.259,0,5,FABP3,FABP3,ENSNFUG00015021917,"fatty acid-binding protein, heart-like",ENSG00000121769,FABP3,fatty acid binding protein 3
0,2.183264261942449,0.758,0.089,0,5,Nfu-g-1-005742,NA,NA,NA,NA,NA,NA
0,2.1292228935658066,0.702,0.163,0,5,ENSNFUG00015025210,,ENSNFUG00015025210,NA,,NA,NA
0,2.070470436882295,0.476,0.04,0,5,CTSBA,CTSBA,ENSNFUG00015005914,cathepsin B-like,ENSG00000164733,CTSB,cathepsin B
0,2.0018845702676473,0.947,0.49,0,5,rnf213a,rnf213a,ENSNFUG00015020954,E3 ubiquitin-protein ligase RNF213-like,ENSG00000173821,RNF213,ring finger protein 213
0,1.9590356711880101,0.669,0.103,0,5,ENSNFUG00015021417,,ENSNFUG00015021417,NA,ENSG00000137965,IFI44,interferon induced protein 44
0,1.9590356711880101,0.669,0.103,0,5,ENSNFUG00015021417,,ENSNFUG00015021417,NA,ENSG00000137959,IFI44L,interferon induced protein 44 like
0,1.8920192441201793,0.515,0.03,0,5,Nfu-g-1-019538,NA,NA,NA,NA,NA,NA
0,1.84535810748645,0.994,0.792,0,5,ENSNFUG00015022838,,ENSNFUG00015022838,NA,,NA,NA
0,1.8360018426156413,0.521,0.008,0,5,cyp3a65,cyp3a65,ENSNFUG00015007369,"cytochrome P450, family 3, subfamily A, polypeptide 65",ENSG00000021461,CYP3A43,cytochrome P450 family 3 subfamily A member 43
0,1.8360018426156413,0.521,0.008,0,5,cyp3a65,cyp3a65,ENSNFUG00015007369,"cytochrome P450, family 3, subfamily A, polypeptide 65",ENSG00000282301,CYP3A7-CYP3A51P,CYP3A7-CYP3A51P readthrough
0,1.8360018426156413,0.521,0.008,0,5,cyp3a65,cyp3a65,ENSNFUG00015007369,"cytochrome P450, family 3, subfamily A, polypeptide 65",ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4
0,1.8360018426156413,0.521,0.008,0,5,cyp3a65,cyp3a65,ENSNFUG00015007369,"cytochrome P450, family 3, subfamily A, polypeptide 65",ENSG00000160870,CYP3A7,cytochrome P450 family 3 subfamily A member 7
0,1.8360018426156413,0.521,0.008,0,5,cyp3a65,cyp3a65,ENSNFUG00015007369,"cytochrome P450, family 3, subfamily A, polypeptide 65",ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5
0,1.8215812227039365,0.585,0.042,0,5,PRCP,PRCP,ENSNFUG00015007997,prolylcarboxypeptidase,ENSG00000137509,PRCP,prolylcarboxypeptidase
0,1.783933838575018,0.408,0.021,0,5,SLC31A2,SLC31A2,ENSNFUG00015004315,solute carrier family 31 member 2,ENSG00000136867,SLC31A2,solute carrier family 31 member 2
0,1.7788621857622915,0.668,0.102,0,5,rac1b,rac1b,ENSNFUG00015023407,Rac family small GTPase 1b,ENSG00000136238,RAC1,Rac family small GTPase 1
0,1.6808286274038389,0.79,0.22,0,5,TCN2L,TCN2L,ENSNFUG00015023018,transcobalamin-2-like,ENSG00000185339,TCN2,transcobalamin 2
0,1.6480329139936032,0.405,0.011,0,5,cpn1,cpn1,ENSNFUG00015008847,"carboxypeptidase N, polypeptide 1",ENSG00000120054,CPN1,carboxypeptidase N subunit 1
0,1.6378047288241415,0.444,0.022,0,5,VAT1.1,NA,NA,NA,NA,NA,NA
0,1.4442763269586196,0.455,0.032,0,5,IRF8,IRF8,ENSNFUG00015002124,interferon regulatory factor 8,ENSG00000140968,IRF8,interferon regulatory factor 8
0,1.4109623376322893,0.37,0.006,0,5,pglyrp5,NA,NA,NA,NA,NA,NA
0,1.3995744825562462,0.347,0.013,0,5,LYZ,LYZ,ENSNFUG00015003351,lysozyme,ENSG00000090382,LYZ,lysozyme
0,1.3643345470818227,0.377,0.009,0,5,Nfu-g-1-015903,NA,NA,NA,NA,NA,NA
0,1.3545672379222387,0.396,0.023,0,5,COMTB,COMTB,ENSNFUG00015013912,catechol-O-methyltransferase,ENSG00000093010,COMT,catechol-O-methyltransferase
0,1.3499631666785572,0.421,0.028,0,5,MFAP4.1,NA,NA,NA,NA,NA,NA
0,1.303647785937051,0.396,0.011,0,5,p4ha1b,p4ha1b,ENSNFUG00015013101,"prolyl 4-hydroxylase, alpha polypeptide I b",ENSG00000122884,P4HA1,prolyl 4-hydroxylase subunit alpha 1
0,1.290641695020912,0.434,0.057,0,5,PRSS16,PRSS16,ENSNFUG00015016600,thymus-specific serine protease-like,,NA,NA
0,1.2469869585961468,0.382,0.012,0,5,TPC3,TPC3,ENSNFUG00015023162,two pore calcium channel protein 1-like,,NA,NA
0,1.1954528145114434,0.358,0.009,0,5,GNPDA1,GNPDA1,ENSNFUG00015003276,glucosamine-6-phosphate isomerase 1,ENSG00000113552,GNPDA1,glucosamine-6-phosphate deaminase 1
0,1.1727984501467668,0.46,0.048,0,5,ENSNFUG00015014420,,ENSNFUG00015014420,NA,,NA,NA
0,1.1500843636134928,0.42,0.064,0,5,hexb,hexb,ENSNFUG00015017975,hexosaminidase B (beta polypeptide),ENSG00000049860,HEXB,hexosaminidase subunit beta
0,1.1008969949609337,0.994,0.956,0,5,RPL15,RPL15,ENSNFUG00015014462,ribosomal protein L15,ENSG00000174748,RPL15,ribosomal protein L15
0,1.0909595848604103,0.295,0.006,0,5,tspan4b,tspan4b,ENSNFUG00015005844,tetraspanin-4-like,,NA,NA
0,1.0382088513861019,0.339,0.032,0,5,uap1l1,uap1l1,ENSNFUG00015001551,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,ENSG00000197355,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
0,1.0226173636045504,0.36,0.048,0,5,SCMH1,SCMH1,ENSNFUG00015001356,polycomb protein SCMH1-like,ENSG00000010803,SCMH1,Scm polycomb group protein homolog 1
0,0.9882015827120392,0.288,0.012,0,5,ECM1,ECM1,ENSNFUG00015010644,extracellular matrix protein 1-like,ENSG00000143369,ECM1,extracellular matrix protein 1
0,0.9813863622713643,0.278,0.008,0,5,acbd7,acbd7,ENSNFUG00015015813,acyl-CoA binding domain containing 7,ENSG00000176244,ACBD7,acyl-CoA binding domain containing 7
0,0.9503057770815244,0.283,0.007,0,5,ENSNFUG00015024534,,ENSNFUG00015024534,NA,ENSG00000177675,CD163L1,CD163 molecule like 1
0,0.9503057770815244,0.283,0.007,0,5,ENSNFUG00015024534,,ENSNFUG00015024534,NA,ENSG00000179954,SSC5D,scavenger receptor cysteine rich family member with 5 domains
0,0.9503057770815244,0.283,0.007,0,5,ENSNFUG00015024534,,ENSNFUG00015024534,NA,ENSG00000073754,CD5L,CD5 molecule like
0,0.9503057770815244,0.283,0.007,0,5,ENSNFUG00015024534,,ENSNFUG00015024534,NA,ENSG00000110448,CD5,CD5 molecule
0,0.9503057770815244,0.283,0.007,0,5,ENSNFUG00015024534,,ENSNFUG00015024534,NA,ENSG00000108679,LGALS3BP,galectin 3 binding protein
4.3030118093409265e-294,1.3572099108330942,0.764,0.255,3.1132290440581604e-290,5,C19ORF24,C19ORF24,ENSNFUG00015005617,family with sequence similarity 174 member C,ENSG00000228300,FAM174C,family with sequence similarity 174 member C
1.0878644859397533e-285,1.521835978925548,0.419,0.082,7.870699555774115e-282,5,DNASE2,DNASE2,ENSNFUG00015005306,"deoxyribonuclease 2, lysosomal",ENSG00000105612,DNASE2,"deoxyribonuclease 2, lysosomal"
2.345156968688129e-284,1.9791221898115476,0.604,0.184,1.6967210668458614e-280,5,SLC3A2,SLC3A2,ENSNFUG00015007549,solute carrier family 3 member 2,ENSG00000168003,SLC3A2,solute carrier family 3 member 2
1.8160343309030116e-280,1.068571181058128,0.361,0.058,1.313900838408329e-276,5,GLB1,GLB1,ENSNFUG00015007409,galactosidase beta 1,ENSG00000170266,GLB1,galactosidase beta 1
4.1004392568369896e-257,1.1326797529518469,0.515,0.12,2.966667802321562e-253,5,slc2a6,slc2a6,ENSNFUG00015002425,solute carrier family 2 member 6,ENSG00000160326,SLC2A6,solute carrier family 2 member 6
2.2977864222984735e-253,0.9453746810895617,0.419,0.081,1.6624484765329456e-249,5,CAPN3,CAPN3,ENSNFUG00015016963,calpain-3-like,ENSG00000092529,CAPN3,calpain 3
1.2774956718393659e-246,0.6405579375898034,0.997,0.997,9.242681185757813e-243,5,RPL27A,RPL27A,ENSNFUG00015015712,ribosomal protein L27a,ENSG00000166441,RPL27A,ribosomal protein L27a
2.6403422146030796e-232,0.8446723814721242,0.996,0.972,1.910287592265328e-228,5,hspa8,hspa8,ENSNFUG00015013287,heat shock cognate 70 kDa protein,ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8
2.730949240410646e-226,1.7910651629676764,0.59,0.198,1.9758417754371025e-222,5,NPC2,NPC2,ENSNFUG00015021109,NPC intracellular cholesterol transporter 2,ENSG00000119655,NPC2,NPC intracellular cholesterol transporter 2
1.7528364155625544e-221,1.3429721945784543,0.619,0.22,1.2681771466595081e-217,5,Nfu-g-1-016443,NA,NA,NA,NA,NA,NA
3.79352739666411e-221,1.1360292370254497,0.357,0.071,2.744617071486484e-217,5,ENSNFUG00015003906,,ENSNFUG00015003906,NA,,NA,NA
2.5610046108943016e-220,2.389134730181995,0.676,0.256,1.8528868359820272e-216,5,MARCO,MARCO,ENSNFUG00015014614,macrophage receptor with collagenous structure,ENSG00000019169,MARCO,macrophage receptor with collagenous structure
1.5340827716305898e-205,0.8364434570780106,0.376,0.079,1.1099088852747317e-201,5,TGFBI,TGFBI,ENSNFUG00015001906,transforming growth factor beta induced,ENSG00000120708,TGFBI,transforming growth factor beta induced
2.7434277474420056e-205,1.2388631641898493,0.552,0.173,1.9848699752742912e-201,5,plecb,plecb,ENSNFUG00015003280,plectin b,,NA,NA
3.1743212518616527e-194,0.5858367573030607,1,0.998,2.2966214257219055e-190,5,rps13,rps13,ENSNFUG00015007074,ribosomal protein S13,ENSG00000110700,RPS13,ribosomal protein S13
3.6625592729292746e-190,0.9860363032239632,0.627,0.213,2.64986163396433e-186,5,capn2b,capn2b,ENSNFUG00015002591,"calpain 2, (m/II) large subunit b",ENSG00000162909,CAPN2,calpain 2
3.049985871424781e-186,0.8911341352897253,0.974,0.813,2.206664777975829e-182,5,PPIB,PPIB,ENSNFUG00015007723,peptidylprolyl isomerase B,ENSG00000166794,PPIB,peptidylprolyl isomerase B
4.009973853252204e-184,0.9860514684148836,0.312,0.063,2.9012160828279697e-180,5,Nfu-g-1-016565,NA,NA,NA,NA,NA,NA
1.8725583564853645e-179,1.0489192848663098,0.668,0.274,1.3547959709171613e-175,5,LAMTOR4,LAMTOR4,ENSNFUG00015019199,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",ENSG00000188186,LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
6.0612853898019086e-176,0.7832270419748831,0.318,0.067,4.385339979521681e-172,5,SGSH,SGSH,ENSNFUG00015001466,N-sulfoglucosamine sulfohydrolase,ENSG00000181523,SGSH,N-sulfoglucosamine sulfohydrolase
6.640586975337889e-175,0.8572423556487461,0.294,0.062,4.804464676656963e-171,5,SOLH,SOLH,ENSNFUG00015020769,calpain 15,ENSG00000103326,CAPN15,calpain 15
6.640586975337889e-175,0.8572423556487461,0.294,0.062,4.804464676656963e-171,5,SOLH,SOLH,ENSNFUG00015022025,calpain-15-like,ENSG00000103326,CAPN15,calpain 15
4.6963911612299395e-174,0.600760559810646,1,0.992,3.397839005149861e-170,5,rpl24,rpl24,ENSNFUG00015021304,ribosomal protein L24,ENSG00000114391,RPL24,ribosomal protein L24
1.6700358640893363e-173,0.740398944476242,0.99,0.944,1.2082709476686348e-169,5,rps9,rps9,ENSNFUG00015014391,ribosomal protein S9,ENSG00000170889,RPS9,ribosomal protein S9
1.9918647815236503e-173,0.5281730242281837,1,1,1.441114169432361e-169,5,GRID2IPA,GRID2IPA,ENSNFUG00015018125,delphilin-like,ENSG00000215045,GRID2IP,Grid2 interacting protein
1.9918647815236503e-173,0.5281730242281837,1,1,1.441114169432361e-169,5,GRID2IPA,GRID2IPA,ENSNFUG00015018125,delphilin-like,ENSG00000215045,GRID2IP,Grid2 interacting protein
3.5674372587318855e-170,0.7369529411121423,0.304,0.063,2.581040856692519e-166,5,ANXA1A,ANXA1A,ENSNFUG00015019151,annexin A1,ENSG00000135046,ANXA1,annexin A1
2.033492555350506e-168,0.651349434338667,0.997,0.988,1.471231863796091e-164,5,RPL19,RPL19,ENSNFUG00015003000,60S ribosomal protein L19,ENSG00000108298,RPL19,ribosomal protein L19
2.033492555350506e-168,0.651349434338667,0.997,0.988,1.471231863796091e-164,5,RPL19,RPL19,ENSNFUG00015024411,60S ribosomal protein L19,ENSG00000108298,RPL19,ribosomal protein L19
1.3118202701875631e-163,0.9181384142367396,0.558,0.197,9.491019654807019e-160,5,NENF,NENF,ENSNFUG00015009824,neudesin neurotrophic factor,ENSG00000117691,NENF,neudesin neurotrophic factor
3.790180010391656e-162,0.5818612572718607,0.998,0.998,2.742195237518363e-158,5,RPL7A,RPL7A,ENSNFUG00015007670,ribosomal protein L7a,ENSG00000148303,RPL7A,ribosomal protein L7a
8.363977912435463e-162,0.5759805190771843,0.996,0.998,6.051338019647057e-158,5,RPL11,RPL11,ENSNFUG00015021595,ribosomal protein L11,ENSG00000142676,RPL11,ribosomal protein L11
6.755499710263111e-160,0.8436190055211572,0.959,0.819,4.887604040375361e-156,5,RPL6,RPL6,ENSNFUG00015015428,ribosomal protein L6,ENSG00000089009,RPL6,ribosomal protein L6
9.478683645914149e-155,0.5688709981096167,0.996,0.989,6.857827617818887e-151,5,rpl23a,rpl23a,ENSNFUG00015024703,ribosomal protein L23a,ENSG00000198242,RPL23A,ribosomal protein L23a
3.192055663656646e-153,0.9932454881484856,0.936,0.605,2.3094522726555835e-149,5,KRT18,KRT18,ENSNFUG00015015409,"keratin, type I cytoskeletal 18-like",,NA,NA
3.192055663656646e-153,0.9932454881484856,0.936,0.605,2.3094522726555835e-149,5,KRT18,KRT18,ENSNFUG00015025107,"keratin, type I cytoskeletal 18-like",,NA,NA
3.192055663656646e-153,0.9932454881484856,0.936,0.605,2.3094522726555835e-149,5,KRT18,KRT18,ENSNFUG00015025107,"keratin, type I cytoskeletal 18-like",,NA,NA
2.4013624132321535e-152,0.7504004915453425,0.381,0.101,1.737385705973463e-148,5,GULP1,GULP1,ENSNFUG00015005561,GULP PTB domain containing engulfment adaptor 1,ENSG00000144366,GULP1,GULP PTB domain containing engulfment adaptor 1
2.8894175248029283e-151,0.7195143072196473,0.989,0.939,2.0904935791949188e-147,5,RPLP2L,RPLP2L,ENSNFUG00015017532,60S acidic ribosomal protein P2-like,ENSG00000177600,RPLP2,ribosomal protein lateral stalk subunit P2
6.459574711723792e-150,1.0336266871070143,0.889,0.606,4.673502303932163e-146,5,ATP6V1G1,ATP6V1G1,ENSNFUG00015000529,V-type proton ATPase subunit G 1-like,ENSG00000136888,ATP6V1G1,ATPase H+ transporting V1 subunit G1
3.766841750300983e-149,0.7197793800660492,0.967,0.889,2.7253100063427612e-145,5,ATP5G3A,ATP5G3A,ENSNFUG00015023349,ATP synthase membrane subunit c locus 3,,NA,NA
2.6033069592873896e-148,0.6184856572589998,0.999,0.994,1.8834925850444264e-144,5,RPS12,RPS12,ENSNFUG00015024525,ribosomal protein S12,ENSG00000112306,RPS12,ribosomal protein S12
4.472480853955576e-145,0.8198531921173533,0.934,0.705,3.235839897836859e-141,5,eef1da,eef1da,ENSNFUG00015018822,elongation factor 1-delta-like,ENSG00000114654,EFCC1,EF-hand and coiled-coil domain containing 1
4.623944902200191e-145,0.7572816477555525,0.253,0.053,3.345424136741838e-141,5,tap2a,tap2a,ENSNFUG00015018409,"transporter associated with antigen processing, subunit type a",,NA,NA
1.560427026637666e-143,1.0192102497566398,0.645,0.283,1.1289689537723514e-139,5,ENSNFUG00015019575,,ENSNFUG00015019575,NA,,NA,NA
5.58720527980184e-143,0.8185645032668769,0.606,0.229,4.042343019936631e-139,5,OLA.1660,OLA.1660,ENSNFUG00015008198,uncharacterized LOC107390332,,NA,NA
5.290713035803646e-137,0.5460366207428873,0.997,0.988,3.827830881403938e-133,5,RPL5,RPL5,ENSNFUG00015008108,ribosomal protein L5,ENSG00000122406,RPL5,ribosomal protein L5
5.290713035803646e-137,0.5460366207428873,0.997,0.988,3.827830881403938e-133,5,RPL5,RPL5,ENSNFUG00015019531,60S ribosomal protein L5-like,ENSG00000122406,RPL5,ribosomal protein L5
3.367123901862975e-132,0.6881250820637144,0.974,0.913,2.436114142997863e-128,5,rpl4,rpl4,ENSNFUG00015008298,ribosomal protein L4,ENSG00000174444,RPL4,ribosomal protein L4
5.257893797436825e-131,1.132768230711595,0.456,0.167,3.804086162445543e-127,5,ZNFX1,ZNFX1,ENSNFUG00015023246,zinc finger NFX1-type containing 1,ENSG00000124201,ZNFX1,zinc finger NFX1-type containing 1
3.089246611289704e-128,0.8871458340643086,0.477,0.177,2.235069923268101e-124,5,atp6v1d,atp6v1d,ENSNFUG00015000689,ATPase H+ transporting V1 subunit D,ENSG00000100554,ATP6V1D,ATPase H+ transporting V1 subunit D
2.973700675962643e-127,0.604719008353042,0.995,0.978,2.1514724390589723e-123,5,RPL35,RPL35,ENSNFUG00015012060,ribosomal protein L35,ENSG00000136942,RPL35,ribosomal protein L35
1.1764016097887726e-125,0.696130127252601,0.923,0.658,8.51126564682177e-122,5,rpl22l1,rpl22l1,ENSNFUG00015023357,ribosomal protein L22 like 1,ENSG00000163584,RPL22L1,ribosomal protein L22 like 1
2.750772093358536e-125,1.7362524381671713,0.964,0.62,1.9901836095449008e-121,5,ENSNFUG00015010583,,ENSNFUG00015010583,NA,,NA,NA
7.950106201462332e-125,0.5286684399977952,0.994,0.99,5.751901836757997e-121,5,RPL10,RPL10,ENSNFUG00015008333,ribosomal protein L10,ENSG00000147403,RPL10,ribosomal protein L10
7.950106201462332e-125,0.5286684399977952,0.994,0.99,5.751901836757997e-121,5,RPL10,RPL10,ENSNFUG00015008333,ribosomal protein L10,ENSG00000165496,RPL10L,ribosomal protein L10 like
3.906975994960727e-120,0.7097636087619554,0.254,0.058,2.8266971323540863e-116,5,FOS,FOS,ENSNFUG00015000980,proto-oncogene c-Fos-like,ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit"
2.2907664453596524e-119,0.7481242708987288,0.261,0.064,1.6573695232177084e-115,5,psap,psap,ENSNFUG00015007257,prosaposin,ENSG00000197746,PSAP,prosaposin
4.565678898593151e-116,0.8291114766783583,0.427,0.152,3.303268683132145e-112,5,ATP6V1A,ATP6V1A,ENSNFUG00015021906,ATPase H+ transporting V1 subunit A,ENSG00000114573,ATP6V1A,ATPase H+ transporting V1 subunit A
4.565678898593151e-116,0.8291114766783583,0.427,0.152,3.303268683132145e-112,5,ATP6V1A,ATP6V1A,ENSNFUG00015023769,ATPase H+ transporting V1 subunit A,ENSG00000114573,ATP6V1A,ATPase H+ transporting V1 subunit A
4.60762782801523e-116,0.9423490477420255,0.761,0.434,3.333618733569019e-112,5,ATPV0E1,ATPV0E1,ENSNFUG00015008714,ATPase H+ transporting V0 subunit e1,ENSG00000113732,ATP6V0E1,ATPase H+ transporting V0 subunit e1
7.73053109693218e-113,0.9152791042299251,0.462,0.177,5.593039248630432e-109,5,ada2b,ada2b,ENSNFUG00015005968,adenosine deaminase 2,ENSG00000093072,ADA2,adenosine deaminase 2
1.2679609642916256e-107,0.8287261960427201,0.537,0.235,9.173697576649912e-104,5,ENSNFUG00015001545,NA,NA,NA,NA,NA,NA
4.814587512081674e-107,0.8136019664175834,0.324,0.099,3.483354064991091e-103,5,psmb8a,psmb8a,ENSNFUG00015018952,proteasome 20S subunit beta 8,ENSG00000204264,PSMB8,proteasome 20S subunit beta 8
1.0353824360529211e-105,0.7129070830654126,0.324,0.1,7.490991924842884e-102,5,PDIA3,PDIA3,ENSNFUG00015013479,protein disulfide isomerase family A member 3,ENSG00000167004,PDIA3,protein disulfide isomerase family A member 3
1.4010413220927438e-104,0.789751508372943,0.581,0.281,1.0136533965341002e-100,5,SEC61A1,SEC61A1,ENSNFUG00015005158,protein transport protein Sec61 subunit alpha-like 1,ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1
1.4010413220927438e-104,0.789751508372943,0.581,0.281,1.0136533965341002e-100,5,SEC61A1,SEC61A1,ENSNFUG00015016424,protein transport protein Sec61 subunit alpha-like 1,ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1
2.8980412760241036e-104,0.7521793857495902,0.777,0.441,2.096732863203439e-100,5,COX5A,COX5A,ENSNFUG00015011071,"cytochrome c oxidase subunit 5A, mitochondrial-like",ENSG00000178741,COX5A,cytochrome c oxidase subunit 5A
